File, Suite, Query name, Query ID, Kind, Severity, Precision
github/codeql/cpp/ql/src/Security/CWE/CWE-732/UnsafeDaclSecurityDescriptor.ql, security-extended, Setting a DACL to NULL in a SECURITY_DESCRIPTOR, cpp/unsafe-dacl-security-descriptor, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-190/TaintedAllocationSize.ql, security-extended, Overflow in uncontrolled allocation size, cpp/uncontrolled-allocation-size, path-problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-190/ComparisonWithWiderType.ql, security-extended, Comparison of narrow type with wide type in loop condition, cpp/comparison-with-wider-type, problem, warning, high
github/codeql/cpp/ql/src/Security/CWE/CWE-704/WcharCharConversion.ql, security-extended, Cast from char* to wchar_t*, cpp/incorrect-string-type-conversion, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-131/NoSpaceForZeroTerminator.ql, security-extended, No space for zero terminator, cpp/no-space-for-terminator, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-089/SqlTainted.ql, security-extended, Uncontrolled data in SQL query, cpp/sql-injection, path-problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-676/DangerousUseOfCin.ql, security-extended, Dangerous use of 'cin', cpp/dangerous-cin, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-676/DangerousFunctionOverflow.ql, security-extended, Use of dangerous function, cpp/dangerous-function-overflow, problem, error, very-high
github/codeql/cpp/ql/src/Security/CWE/CWE-676/PotentiallyDangerousFunction.ql, security-extended, Use of potentially dangerous function, cpp/potentially-dangerous-function, problem, warning, high
github/codeql/cpp/ql/src/Security/CWE/CWE-120/BadlyBoundedWrite.ql, security-extended, Badly bounded write, cpp/badly-bounded-write, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-079/CgiXss.ql, security-extended, CGI script vulnerable to cross-site scripting, cpp/cgi-xss, path-problem, error, high
github/codeql/cpp/ql/src/Critical/NewFreeMismatch.ql, security-extended, Mismatching new/free or malloc/delete, cpp/new-free-mismatch, problem, warning, high
github/codeql/cpp/ql/src/Likely Bugs/Underspecified Functions/TooFewArguments.ql, security-extended, Call to function with fewer arguments than declared parameters, cpp/too-few-arguments, problem, error, very-high
github/codeql/cpp/ql/src/Likely Bugs/Conversion/CastArrayPointerArithmetic.ql, security-extended, Upcast array used in pointer arithmetic, cpp/upcast-array-pointer-arithmetic, path-problem, warning, high
github/codeql/cpp/ql/src/Likely Bugs/Memory Management/PointerOverflow.ql, security-extended, Pointer overflow check, cpp/pointer-overflow-check, problem, error, high
github/codeql/cpp/ql/src/Likely Bugs/Memory Management/AllocaInLoop.ql, security-extended, Call to alloca in a loop, cpp/alloca-in-loop, problem, warning, high
github/codeql/cpp/ql/src/Likely Bugs/Arithmetic/IntMultToLong.ql, security-extended, Multiplication result converted to larger type, cpp/integer-multiplication-cast-to-long, problem, warning, high
github/codeql/cpp/ql/src/Likely Bugs/Arithmetic/SignedOverflowCheck.ql, security-extended, Signed overflow check, cpp/signed-overflow-check, problem, warning, high
github/codeql/cpp/ql/src/Likely Bugs/Arithmetic/BadAdditionOverflowCheck.ql, security-extended, Bad check for overflow of integer addition, cpp/bad-addition-overflow-check, problem, error, very-high
github/codeql/cpp/ql/src/Likely Bugs/Format/WrongNumberOfFormatArguments.ql, security-extended, Too few arguments to formatting function, cpp/wrong-number-format-arguments, problem, error, high
github/codeql/cpp/ql/src/Likely Bugs/Format/NonConstantFormat.ql, security-extended, Non-constant format string, cpp/non-constant-format, problem, recommendation, high
github/codeql/cpp/ql/src/Likely Bugs/Format/SnprintfOverflow.ql, security-extended, Potentially overflowing call to snprintf, cpp/overflowing-snprintf, problem, warning, high
github/codeql/cpp/ql/src/Likely Bugs/Format/WrongTypeFormatArguments.ql, security-extended, Wrong type of arguments to formatting function, cpp/wrong-type-format-argument, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-468/IncorrectPointerScalingVoid.ql, security-extended, Suspicious pointer scaling to void, cpp/suspicious-pointer-scaling-void, problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-468/IncorrectPointerScaling.ql, security-extended, Suspicious pointer scaling, cpp/suspicious-pointer-scaling, problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-290/AuthenticationBypass.ql, security-extended, Authentication bypass by spoofing, cpp/user-controlled-bypass, path-problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-807/TaintedCondition.ql, security-extended, Untrusted input for a condition, cpp/tainted-permissions-check, path-problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-114/UncontrolledProcessOperation.ql, security-extended, Uncontrolled process operation, cpp/uncontrolled-process-operation, path-problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-327/BrokenCryptoAlgorithm.ql, security-extended, Use of a broken or risky cryptographic algorithm, cpp/weak-cryptographic-algorithm, problem, error, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-311/CleartextFileWrite.ql, security-extended, Cleartext storage of sensitive information in file, cpp/cleartext-storage-file, problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-311/CleartextBufferWrite.ql, security-extended, Cleartext storage of sensitive information in buffer, cpp/cleartext-storage-buffer, path-problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-732/DoNotCreateWorldWritable.ql, security-extended, File created without restricting permissions, cpp/world-writable-file-creation, problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-190/ArithmeticUncontrolled.ql, security-extended, Uncontrolled data in arithmetic expression, cpp/uncontrolled-arithmetic, path-problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-367/TOCTOUFilesystemRace.ql, security-extended, Time-of-check time-of-use filesystem race condition, cpp/toctou-race-condition, problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-428/UnsafeCreateProcessCall.ql, security-extended, NULL application name with an unquoted path in call to CreateProcess, cpp/unsafe-create-process-call, problem, error, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-121/UnterminatedVarargsCall.ql, security-extended, Unterminated variadic call, cpp/unterminated-variadic-call, problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-313/CleartextSqliteDatabase.ql, security-extended, Cleartext storage of sensitive information in an SQLite database, cpp/cleartext-storage-database, path-problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-120/OverrunWrite.ql, security-extended, Potentially overrunning write, cpp/overrunning-write, problem, error, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-120/UnboundedWrite.ql, security-extended, Unbounded write, cpp/unbounded-write, path-problem, error, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-120/OverrunWriteFloat.ql, security-extended, Potentially overrunning write with float to string conversion, cpp/overrunning-write-with-float, problem, error, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-134/UncontrolledFormatStringThroughGlobalVar.ql, security-extended, Uncontrolled format string (through global variable), cpp/tainted-format-string-through-global, path-problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-134/UncontrolledFormatString.ql, security-extended, Uncontrolled format string, cpp/tainted-format-string, path-problem, warning, medium
github/codeql/cpp/ql/src/Security/CWE/CWE-022/TaintedPath.ql, security-extended, Uncontrolled data used in path expression, cpp/path-injection, path-problem, warning, medium
github/codeql/cpp/ql/src/Critical/SizeCheck2.ql, security-extended, Not enough memory allocated for array of pointer type, cpp/suspicious-allocation-size, problem, warning, medium
github/codeql/cpp/ql/src/Critical/SizeCheck.ql, security-extended, Not enough memory allocated for pointer type, cpp/allocation-too-small, problem, warning, medium
github/codeql/cpp/ql/src/Critical/OverflowStatic.ql, security-extended, Static array access may cause overflow, cpp/static-buffer-overflow, problem, warning, medium
github/codeql/cpp/ql/src/Best Practices/Likely Errors/OffsetUseBeforeRangeCheck.ql, security-extended, Array offset used before range check, cpp/offset-use-before-range-check, problem, warning, medium
github/codeql/cpp/ql/src/Likely Bugs/Likely Typos/IncorrectNotOperatorUsage.ql, security-extended, Incorrect 'not' operator usage, cpp/incorrect-not-operator-usage, problem, warning, medium
github/codeql/cpp/ql/src/Likely Bugs/Memory Management/UninitializedLocal.ql, security-extended, Potentially uninitialized local variable, cpp/uninitialized-local, problem, warning, medium
github/codeql/cpp/ql/src/Likely Bugs/Memory Management/UnsafeUseOfStrcat.ql, security-extended, Potentially unsafe use of strcat, cpp/unsafe-strcat, problem, warning, medium
github/codeql/cpp/ql/src/Likely Bugs/Memory Management/SuspiciousSizeof.ql, security-extended, Suspicious 'sizeof' use, cpp/suspicious-sizeof, problem, warning, medium
github/codeql/cpp/ql/src/Likely Bugs/Memory Management/SuspiciousCallToStrncat.ql, security-extended, Potentially unsafe call to strncat, cpp/unsafe-strncat, problem, warning, medium
github/codeql/cpp/ql/src/Likely Bugs/Memory Management/StrncpyFlippedArgs.ql, security-extended, Possibly wrong buffer size in string copy, cpp/bad-strncpy-size, problem, warning, medium
github/codeql/java/ql/src/experimental/Security/CWE/CWE-094/ScriptEngine.ql, security-extended, ScriptEngine evaluation, java/unsafe-eval, path-problem, error, high
github/codeql/java/ql/src/experimental/Security/CWE/CWE-074/JndiInjection.ql, security-extended, JNDI lookup with user-controlled name, java/jndi-injection, path-problem, error, high
github/codeql/java/ql/src/experimental/Security/CWE/CWE-016/SpringBootActuators.ql, security-extended, Exposed Spring Boot actuators, java/spring-boot-exposed-actuators, problem, error, high
github/codeql/java/ql/src/experimental/Security/CWE/CWE-643/XPathInjection.ql, security-extended, XPath injection, java/xml/xpath-injection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-209/StackTraceExposure.ql, security-extended, Information exposure through a stack trace, java/stack-trace-exposure, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-807/TaintedPermissionsCheck.ql, security-extended, User-controlled data used in permissions check, java/tainted-permissions-check, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-601/UrlRedirect.ql, security-extended, URL redirection from remote source, java/unvalidated-url-redirection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-113/NettyResponseSplitting.ql, security-extended, Disabled Netty HTTP header validation, java/netty-http-response-splitting, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-113/ResponseSplitting.ql, security-extended, HTTP response splitting, java/http-response-splitting, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-732/ReadingFromWorldWritableFile.ql, security-extended, Reading from a world writable file, java/world-writable-file-read, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-335/PredictableSeed.ql, security-extended, Use of a predictable seed in a secure random number generator, java/predictable-seed, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-614/InsecureCookie.ql, security-extended, Failure to use secure cookies, java/insecure-cookie, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-089/SqlTainted.ql, security-extended, Query built from user-controlled sources, java/sql-injection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-089/SqlUnescaped.ql, security-extended, Query built without neutralizing special characters, java/concatenated-sql-query, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-090/LdapInjection.ql, security-extended, LDAP query built from user-controlled sources, java/ldap-injection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-312/CleartextStorageCookie.ql, security-extended, Cleartext storage of sensitive information in cookie, java/cleartext-storage-in-cookie, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-134/ExternallyControlledFormatString.ql, security-extended, Use of externally-controlled format string, java/tainted-format-string, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-352/SpringCSRFProtection.ql, security-extended, Disabled Spring CSRF protection, java/spring-disabled-csrf-protection, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-502/UnsafeDeserialization.ql, security-extended, Deserialization of user-controlled data, java/unsafe-deserialization, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-022/ZipSlip.ql, security-extended, Arbitrary file write during archive extraction (Zip Slip), java/zipslip, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-022/TaintedPath.ql, security-extended, Uncontrolled data used in path expression, java/path-injection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-611/XXE.ql, security-extended, Resolving XML external entity in user-controlled data, java/xxe, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-078/ExecUnescaped.ql, security-extended, Building a command line with string concatenation, java/concatenated-command-line, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-078/ExecTainted.ql, security-extended, Uncontrolled command line, java/command-line-injection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-681/NumericCastTainted.ql, security-extended, User-controlled data in numeric cast, java/tainted-numeric-cast, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-829/InsecureDependencyResolution.ql, security-extended, Failure to use HTTPS or SFTP URL in Maven artifact upload/download, java/maven/non-https-url, problem, error, very-high
github/codeql/java/ql/src/Security/CWE/CWE-079/XSS.ql, security-extended, Cross-site scripting, java/xss, path-problem, error, high
github/codeql/java/ql/src/Likely Bugs/Arithmetic/InformationLoss.ql, security-extended, Implicit narrowing conversion in compound assignment, java/implicit-cast-in-compound-assignment, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Arithmetic/IntMultToLong.ql, security-extended, Result of multiplication cast to wider type, java/integer-multiplication-cast-to-long, problem, warning, very-high
github/codeql/java/ql/src/experimental/Security/CWE/CWE-1004/InsecureTomcatConfig.ql, security-extended, Tomcat config disables 'HttpOnly' flag (XSS risk), java/tomcat-disabled-httponly, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-807/ConditionalBypass.ql, security-extended, User-controlled bypass of sensitive method, java/user-controlled-bypass, path-problem, error, medium
github/codeql/java/ql/src/Security/CWE/CWE-327/MaybeBrokenCryptoAlgorithm.ql, security-extended, Use of a potentially broken or risky cryptographic algorithm, java/potentially-weak-cryptographic-algorithm, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-327/BrokenCryptoAlgorithm.ql, security-extended, Use of a broken or risky cryptographic algorithm, java/weak-cryptographic-algorithm, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-190/ArithmeticTainted.ql, security-extended, User-controlled data in arithmetic expression, java/tainted-arithmetic, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-190/ComparisonWithWiderType.ql, security-extended, Comparison of narrow type with wide type in loop condition, java/comparison-with-wider-type, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-190/ArithmeticUncontrolled.ql, security-extended, Uncontrolled data in arithmetic expression, java/uncontrolled-arithmetic, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-367/TOCTOURace.ql, security-extended, Time-of-check time-of-use race condition, java/toctou-race-condition, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-421/SocketAuthRace.ql, security-extended, Race condition in socket authentication, java/socket-auth-race-condition, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-676/PotentiallyDangerousFunction.ql, security-extended, Use of a potentially dangerous function, java/potentially-dangerous-function, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-835/InfiniteLoop.ql, security-extended, Loop with unreachable exit condition, java/unreachable-exit-in-loop, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-129/ImproperValidationOfArrayIndex.ql, security-extended, Improper validation of user-provided array index, java/improper-validation-of-array-index, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-129/ImproperValidationOfArrayConstruction.ql, security-extended, Improper validation of user-provided size used for array construction, java/improper-validation-of-array-construction, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-312/CleartextStorageProperties.ql, security-extended, Cleartext storage of sensitive information using 'Properties' class, java/cleartext-storage-in-properties, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-798/HardcodedCredentialsApiCall.ql, security-extended, Hard-coded credential in API call, java/hardcoded-credential-api-call, path-problem, error, medium
github/codeql/java/ql/src/Security/CWE/CWE-078/ExecRelative.ql, security-extended, Executing a command with a relative path, java/relative-path-command, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Concurrency/UnreleasedLock.ql, security-extended, Unreleased lock, java/unreleased-lock, problem, error, medium
github/codeql/javascript/ql/src/experimental/Security/CWE-94/ServerSideTemplateInjection.ql, security-extended, Server Side Template Injection, js/server-side-template-injection, path-problem, error, high
github/codeql/javascript/ql/src/AngularJS/DisablingSce.ql, security-extended, Disabling SCE, js/angular/disabling-sce, problem, warning, very-high
github/codeql/javascript/ql/src/AngularJS/InsecureUrlWhitelist.ql, security-extended, Insecure URL whitelist, js/angular/insecure-url-whitelist, problem, warning, very-high
github/codeql/javascript/ql/src/RegExp/IdentityReplacement.ql, security-extended, Replacement of a substring with itself, js/identity-replacement, problem, warning, very-high
github/codeql/javascript/ql/src/Security/CWE-201/PostMessageStar.ql, security-extended, Cross-window communication with unrestricted target origin, js/cross-window-information-leak, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-094/CodeInjection.ql, security-extended, Code injection, js/code-injection, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-094/UnsafeDynamicMethodAccess.ql, security-extended, Unsafe dynamic method access, js/unsafe-dynamic-method-access, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-209/StackTraceExposure.ql, security-extended, Information exposure through a stack trace, js/stack-trace-exposure, path-problem, warning, very-high
github/codeql/javascript/ql/src/Security/CWE-601/ClientSideUrlRedirect.ql, security-extended, Client-side URL redirect, js/client-side-unvalidated-url-redirection, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-601/ServerSideUrlRedirect.ql, security-extended, Server-side URL redirect, js/server-side-unvalidated-url-redirection, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-327/BrokenCryptoAlgorithm.ql, security-extended, Use of a broken or weak cryptographic algorithm, js/weak-cryptographic-algorithm, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-916/InsufficientPasswordHash.ql, security-extended, Use of password hash with insufficient computational effort, js/insufficient-password-hash, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-089/SqlInjection.ql, security-extended, Database query built from user-controlled sources, js/sql-injection, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-020/IncompleteUrlSchemeCheck.ql, security-extended, Incomplete URL scheme check, js/incomplete-url-scheme-check, problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-020/UselessRegExpCharacterEscape.ql, security-extended, Useless regular-expression character escape, js/useless-regexp-character-escape, problem, error, high
github/codeql/javascript/ql/src/Security/CWE-020/IncompleteHostnameRegExp.ql, security-extended, Incomplete regular expression for hostnames, js/incomplete-hostname-regexp, problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-020/IncorrectSuffixCheck.ql, security-extended, Incorrect suffix check, js/incorrect-suffix-check, problem, error, high
github/codeql/javascript/ql/src/Security/CWE-020/IncompleteUrlSubstringSanitization.ql, security-extended, Incomplete URL substring sanitization, js/incomplete-url-substring-sanitization, problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-640/HostHeaderPoisoningInEmailGeneration.ql, security-extended, Host header poisoning in email generation, js/host-header-forgery-in-email-generation, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-400/PrototypePollution.ql, security-extended, Prototype pollution, js/prototype-pollution, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-400/PrototypePollutionUtility.ql, security-extended, Prototype pollution in utility function, js/prototype-pollution-utility, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-834/LoopBoundInjection.ql, security-extended, Loop bound injection, js/loop-bound-injection, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-770/MissingRateLimiting.ql, security-extended, Missing rate limiting, js/missing-rate-limiting, problem, error, high
github/codeql/javascript/ql/src/Security/CWE-346/CorsMisconfigurationForCredentials.ql, security-extended, CORS misconfiguration for credentials transfer, js/cors-misconfiguration-for-credentials, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-116/IncompleteSanitization.ql, security-extended, Incomplete string escaping or encoding, js/incomplete-sanitization, problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-116/UnsafeHtmlExpansion.ql, security-extended, Unsafe expansion of self-closing HTML tag, js/unsafe-html-expansion, problem, warning, very-high
github/codeql/javascript/ql/src/Security/CWE-116/DoubleEscaping.ql, security-extended, Double escaping or unescaping, js/double-escaping, problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-116/IncompleteHtmlAttributeSanitization.ql, security-extended, Incomplete HTML attribute sanitization, js/incomplete-html-attribute-sanitization, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-776/XmlBomb.ql, security-extended, XML internal entity expansion, js/xml-bomb, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-312/CleartextStorage.ql, security-extended, Clear text storage of sensitive information, js/clear-text-storage-of-sensitive-data, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-312/CleartextLogging.ql, security-extended, Clear-text logging of sensitive information, js/clear-text-logging, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-754/UnvalidatedDynamicMethodCall.ql, security-extended, Unvalidated dynamic method call, js/unvalidated-dynamic-method-call, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-798/HardcodedCredentials.ql, security-extended, Hard-coded credentials, js/hardcoded-credentials, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-134/TaintedFormatString.ql, security-extended, Use of externally-controlled format string, js/tainted-format-string, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-352/MissingCsrfMiddleware.ql, security-extended, Missing CSRF middleware, js/missing-token-validation, problem, error, high
github/codeql/javascript/ql/src/Security/CWE-338/InsecureRandomness.ql, security-extended, Insecure randomness, js/insecure-randomness, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-502/UnsafeDeserialization.ql, security-extended, Deserialization of user-controlled data, js/unsafe-deserialization, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-730/RegExpInjection.ql, security-extended, Regular expression injection, js/regex-injection, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-022/ZipSlip.ql, security-extended, Arbitrary file write during zip extraction (Zip Slip), js/zipslip, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-022/TaintedPath.ql, security-extended, Uncontrolled data used in path expression, js/path-injection, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-843/TypeConfusionThroughParameterTampering.ql, security-extended, Type confusion through parameter tampering, js/type-confusion-through-parameter-tampering, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-611/Xxe.ql, security-extended, XML external entity expansion, js/xxe, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-078/UselessUseOfCat.ql, security-extended, Unnecessary use of `cat` process, js/unnecessary-use-of-cat, problem, error, high
github/codeql/javascript/ql/src/Security/CWE-078/CommandInjection.ql, security-extended, Uncontrolled command line, js/command-line-injection, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-078/UnsafeShellCommandConstruction.ql, security-extended, Unsafe shell command constructed from library input, js/shell-command-constructed-from-input, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-078/ShellCommandInjectionFromEnvironment.ql, security-extended, Shell command built from environment values, js/shell-command-injection-from-environment, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-643/XpathInjection.ql, security-extended, XPath injection, js/xpath-injection, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-079/ReflectedXss.ql, security-extended, Reflected cross-site scripting, js/reflected-xss, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-079/UnsafeJQueryPlugin.ql, security-extended, Unsafe jQuery plugin, js/unsafe-jquery-plugin, path-problem, warning, high
github/codeql/javascript/ql/src/Security/CWE-079/Xss.ql, security-extended, Client-side cross-site scripting, js/xss, path-problem, error, high
github/codeql/javascript/ql/src/Security/CWE-079/StoredXss.ql, security-extended, Stored cross-site scripting, js/stored-xss, path-problem, error, high
github/codeql/javascript/ql/src/DOM/TargetBlank.ql, security-extended, Potentially unsafe external link, js/unsafe-external-link, problem, warning, very-high
github/codeql/javascript/ql/src/Performance/ReDoS.ql, security-extended, Inefficient regular expression, js/redos, problem, error, high
github/codeql/javascript/ql/src/Performance/PolynomialReDoS.ql, security-extended, Polynomial regular expression used on uncontrolled data, js/polynomial-redos, path-problem, warning, high
github/codeql/javascript/ql/src/Electron/AllowRunningInsecureContent.ql, security-extended, Enabling Electron allowRunningInsecureContent, js/enabling-electron-insecure-content, problem, error, very-high
github/codeql/javascript/ql/src/Electron/DisablingWebSecurity.ql, security-extended, Disabling Electron webSecurity, js/disabling-electron-websecurity, problem, error, very-high
github/codeql/javascript/ql/src/Security/CWE-807/ConditionalBypass.ql, security-extended, User-controlled bypass of security check, js/user-controlled-bypass, path-problem, error, medium
github/codeql/javascript/ql/src/Security/CWE-200/FileAccessToHttp.ql, security-extended, File data in outbound network request, js/file-access-to-http, path-problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-918/RequestForgery.ql, security-extended, Uncontrolled data used in network request, js/request-forgery, path-problem, error, medium
github/codeql/javascript/ql/src/Security/CWE-506/HardcodedDataInterpretedAsCode.ql, security-extended, Hard-coded data interpreted as code, js/hardcoded-data-interpreted-as-code, path-problem, error, medium
github/codeql/javascript/ql/src/Security/CWE-020/MissingRegExpAnchor.ql, security-extended, Missing regular expression anchor, js/regex/missing-regexp-anchor, problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-400/RemotePropertyInjection.ql, security-extended, Remote property injection, js/remote-property-injection, path-problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-313/PasswordInConfigurationFile.ql, security-extended, Password in configuration file, js/password-in-configuration-file, problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-912/HttpToFileAccess.ql, security-extended, Network data written to file, js/http-to-file-access, path-problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-078/IndirectCommandInjection.ql, security-extended, Indirect uncontrolled command line, js/indirect-command-line-injection, path-problem, warning, medium
github/codeql/javascript/ql/src/Security/CWE-079/XssThroughDom.ql, security-extended, Cross-site scripting through DOM, js/xss-through-dom, path-problem, error, medium
github/codeql/javascript/ql/src/Security/CWE-079/ExceptionXss.ql, security-extended, Cross-site scripting through exception, js/xss-through-exception, path-problem, error, medium
github/codeql/csharp/ql/src/Input Validation/UseOfFileUpload.ql, security-extended, Use of file upload, cs/web/file-upload, problem, recommendation, high
github/codeql/csharp/ql/src/experimental/CWE-099/TaintedWebClient.ql, security-extended, Uncontrolled data used in a WebClient, cs/webclient-path-injection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-201/ExposureInTransmittedData.ql, security-extended, Information exposure through transmitted data, cs/sensitive-data-transmission, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-094/CodeInjection.ql, security-extended, Improper control of generation of code, cs/code-injection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-209/ExceptionInformationExposure.ql, security-extended, Information exposure through an exception, cs/information-exposure-through-exception, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-807/ConditionalBypass.ql, security-extended, User-controlled bypass of sensitive method, cs/user-controlled-bypass, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-451/MissingXFrameOptions.ql, security-extended, Missing X-Frame-Options HTTP header, cs/web/missing-x-frame-options, problem, error, high
github/codeql/csharp/ql/src/Security Features/CWE-601/UrlRedirect.ql, security-extended, URL redirection from remote source, cs/web/unvalidated-url-redirection, path-problem, error, high
github/codeql/csharp/ql/src/Security Features/PersistentCookie.ql, security-extended, Cookie security: persistent cookie, cs/web/persistent-cookie, problem, warning, high
